OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
2484,421010104001004,No Access,54579.1108398438,1011.93123813571
2485,421010104001005,Low Access,99881.719909668,1530.90095074772
2486,421010085001004,High Access,154245.196716309,1671.17900325219
2487,421010086023002,High Access,158316.602966309,1686.13967200873
2488,421010086023003,High Access,125530.067504883,1569.59712755013
2489,421010086012002,High Access,118108.567382813,1403.51615980378
2490,421010104003015,Low Access,60205.6799316406,1083.06124051647
2491,421010104004006,High Access,1197122.21411133,4757.62774609088
2492,421010093003002,High Access,162652.246398926,1720.36881861852
2493,421010104003000,Moderate Access,146876.698242188,1637.54389354893
2494,421010084006000,High Access,157102.199768066,1672.1174561357
2495,421010085007011,High Access,153647.483764648,1669.60772010292
2496,421010085002000,High Access,157584.312561035,1688.45737165713
2497,421010085003002,High Access,129667.608520508,1583.96129491073
2498,421010085004000,High Access,112255.867370605,1522.6474303493
2499,421010086021003,High Access,157622.693481445,1675.77301290662
2500,421010084004007,High Access,53498.9849853516,942.558094865255
2501,421010084004009,High Access,164046.980285645,1730.36830078384
2502,421010084002000,High Access,163386.698242188,1726.82282512325
2503,421010084001000,High Access,113511.871643066,1572.3271919415
2504,421010085006004,High Access,171583.841796875,1785.70808824512
2505,421010084001011,High Access,59661.6200561523,1008.44813016568
2506,421010081025001,High Access,49634.0208129883,899.89139364506
2507,421010085004001,High Access,102785.609069824,1424.70135337867
2508,421010085007010,High Access,90636.442199707,1209.21360333732
2509,421010085005001,High Access,104913.82824707,1433.21672503294
2510,421010102002008,High Access,267724.590637207,2086.33437159542
2511,421010094004006,High Access,45783.6030883789,887.113502373652
2512,421010094004013,High Access,106825.710754395,1491.44432806007
2513,421010094003002,High Access,119831.369384766,1577.65516108745
2514,421010094001006,High Access,39725.1171875,891.142396992902
2515,421010102003012,High Access,96174.3360595703,1391.03969864769
2516,421010103002002,High Access,156558.020324707,1587.08062466387
2517,421010103002001,High Access,109096.381408691,1500.70900287225
2518,421010094002008,High Access,75721.7512207031,1111.33222870087
2519,421010093005005,High Access,102567.991699219,1457.82681978849
2520,421010093004003,High Access,101961.75213623,1500.77255237223
2521,421010094001002,High Access,11752.5762939453,466.177678891104
2522,421010094002002,High Access,22758.7366333008,644.217484759537
2523,421010105001012,Low Access,39060.9418945313,863.647147227805
2524,421010094002003,High Access,25704.7661743164,751.441382500784
2525,421010094001008,High Access,65649.1629638672,1041.95058535924
2526,421010085005005,High Access,123664.911743164,1562.8686403783
2527,421010085007000,High Access,161102.834838867,1697.95182941078
2528,421010086023000,High Access,314355.295166016,2242.81424565286
2529,421010086022000,High Access,161120.426025391,1706.94794587956
2530,421010086021016,High Access,78960.835144043,1123.22364445784
2531,421010085003001,High Access,123236.873352051,1560.50982477804
2532,421010085003000,High Access,123766.778442383,1562.28678697525
2533,421010085004005,High Access,108264.09161377,1508.16751817251
2534,421010093004004,High Access,98375.1837158203,1514.81053500706
2535,421010093004005,High Access,105820.489257813,1533.10072319383
2536,421010104001003,No Access,80149.1950073242,1160.94695524456
2537,421010104003002,Low Access,86523.1723022461,1368.83111870148
2538,421010093002000,High Access,138161.793151855,1634.85213359523
2539,421010104004007,Low Access,135336.745056152,1616.00641040764
2540,421010093003001,High Access,154587.736755371,1692.24608752963
2541,421010102002006,High Access,58402.0599365234,1177.71796229624
2542,421010086023004,High Access,110359.734680176,1515.64633696684
2543,421010086011002,High Access,125863.897949219,1460.32486007147
2544,421010086021006,High Access,233853.225891113,2251.59052171218
2545,421010084004003,High Access,98146.067199707,1264.3862969276
2546,421010084004008,High Access,159852.550231934,1701.58582054466
2547,421010084002004,High Access,88244.71484375,1262.60864923183
2548,421010085005008,High Access,141265.703796387,1686.44211088176
2549,421010084001009,High Access,53649.4100341797,937.607633246472
2550,421010085004004,Low Access,97148.7666625977,1401.0655153423
2551,421010085006006,High Access,109900.641723633,1450.7690407789
2552,421010085006001,High Access,50324.916015625,920.750502601191
2553,421010102002004,High Access,58271.8140869141,1304.50071703384
2554,421010102003013,High Access,96621.310546875,1384.24694102866
2555,421010094004002,High Access,78198.2127075195,1118.03135245411
2556,421010102002002,High Access,67671.3297729492,1341.67283223091
2557,421010094002005,High Access,95819.516418457,1568.56706984522
2558,421010103002005,High Access,83113.2797241211,1286.22380403904
2559,421010103002000,High Access,125104.697692871,1557.66294004255
2560,421010085005000,High Access,115229.428649902,1531.81336226486
2561,421010085002001,High Access,157792.729492188,1684.49513938597
2562,421010103002007,High Access,98700.8515014648,1650.41272321985
2563,421010104004004,Low Access,101466.684448242,1430.80230109716
2564,421010105003010,No Access,206582.557922363,2487.02651418395
2565,421010084004002,High Access,157214.532714844,1692.31017426228
2566,421010084002005,High Access,68777.4719848633,1169.72122951
2567,421010084005000,High Access,81532.1389160156,1198.05957958412
2568,421010085007006,High Access,44701.0192871094,882.794272755232
2569,421010085007008,High Access,52584.7865600586,932.774038943843
2570,421010084002003,High Access,133180.59552002,1614.74787851776
2571,421010085005003,High Access,134524.210998535,1661.94970165129
2572,421010094004005,High Access,57155.4704589844,968.707248000271
2573,421010094003000,High Access,115102.843811035,1560.30100753868
2574,421010102003011,High Access,80548.3828735352,1330.30955048005
2575,421010102002012,High Access,111574.146484375,1592.04978348564
2576,421010094002000,High Access,90098.7798461914,1215.07617265962
2577,421010094002004,High Access,76536.3322143555,1516.83048563013
2578,421010103002004,High Access,95171.8570556641,1383.56470693182
2579,421010093005006,High Access,79602.8843994141,1404.87928012541
2580,421010085001001,High Access,114319.941101074,1538.95831849948
2581,421010085001005,High Access,157499.901000977,1681.71622510305
2582,421010093005010,High Access,87144.4227294922,1454.01220386042
2583,421010081023000,High Access,112325.683288574,1533.43465526774
2584,421010103001009,Low Access,66831.1028442383,1061.72725588067
2585,421010104001002,Low Access,96506.8177490234,1262.22006539573
2586,421010104002003,Low Access,99421.4627685547,1412.19629608035
2587,421010093001003,High Access,57526.4033813477,1272.77921459381
2588,421010093002004,High Access,156840.187072754,1681.07805219042
2589,421010093001006,High Access,78592.2794189453,1121.19686156476
2590,421010093003004,High Access,82876.4497680664,1449.04433892949
2591,421010104003014,Low Access,71550.1052246094,1145.52650061121
2592,421010105001004,Moderate Access,143289.662414551,1513.03556211155
2593,421010086011003,High Access,126515.236572266,1462.9284515085
2594,421010104003004,Low Access,48552.2114257813,891.298770925347
2595,421010105002027,Moderate Access,52024.2463989258,992.745667163568
2596,421010086021009,High Access,154522.283569336,1663.38729363384
2597,421010086021010,High Access,160040.808044434,1701.6395193048
2598,421010086011000,High Access,256235.353942871,2038.60019782656
2599,421010105003013,Moderate Access,1151487.54840088,4470.5133771586
2600,421010086021002,High Access,242280.37902832,2266.80573467153
2601,421010085007016,High Access,171271.241027832,1782.75007883296
2602,421010085005007,High Access,117914.285766602,1483.89597281947
2603,421010081025002,High Access,114295.331848145,1559.12691028553
2604,421010094002001,High Access,45351.7230224609,1028.87570941797
2605,421010105001008,Moderate Access,107671.254699707,1480.38006667537
2606,421010103002009,High Access,5385.71398925781,295.176444324357
2607,421010085002004,High Access,111516.035644531,1519.52507230382
2608,421010085003005,High Access,111877.055480957,1519.30362122386
2609,421010094004007,High Access,51636.8581542969,929.238407440385
2610,421010094003003,High Access,87126.2114257813,1419.31157054436
2611,421010102002009,High Access,333107.112854004,2308.27913254192
2612,421010084004001,High Access,162248.82043457,1710.51459464499
2613,421010084004000,High Access,165184.611083984,1735.64034404568
2614,421010094002007,High Access,85648.2772827148,1427.40075789263
2615,421010094002010,High Access,49454.3707885742,951.07414826088
2616,421010093005008,High Access,98446.0816650391,1470.89995494065
2617,421010085007004,High Access,41835.2966308594,858.766481881272
2618,421010086022004,High Access,239559.920715332,1981.03005854182
2619,421010086021011,High Access,78742.4463500977,1123.04267013887
2620,421010093004006,High Access,105951.989685059,1311.74767053178
2621,421010103001011,Low Access,98769.729675293,1474.44566822819
2622,421010093002005,High Access,157502.509338379,1683.14567523802
2623,421010104003010,Low Access,116057.562255859,1477.1145730465
2624,421010104003011,Low Access,102270.361450195,1423.16926587029
2625,421010104004001,Low Access,96144.9344482422,1398.11669134079
2626,421010093001000,High Access,39339.4249267578,1096.5676893364
2627,421010104004002,Low Access,100132.583007813,1416.5373013504
2628,421010093002001,High Access,157756.216064453,1685.17793572015
2629,421010102002011,High Access,36170.5174560547,849.9647692919
2630,421010105002012,Moderate Access,156419.322021484,1698.24407877009
2631,421010105003009,Low Access,255689.764953613,2120.73076596281
2632,421010105001000,Moderate Access,56245.5579223633,1097.1118493
2633,421010086021015,High Access,78618.4439086914,1121.56133377829
2634,421010105001006,Moderate Access,92225.5586547852,1927.98083358771
2635,421010105001007,Moderate Access,33567.7092895508,769.213354582682
2636,421010107004014,Moderate Access,65669.1831665039,1110.06574964843
2637,421010108001004,Low Access,305283.542358398,3389.39724634707
2638,421010108001003,No Access,308118.95513916,3538.9195491986
2639,421010107003002,Moderate Access,81824.1990356445,1200.1822282043
2640,421010107004011,Moderate Access,113851.094360352,1358.9796304248
2641,421010107004007,Moderate Access,58211.0278320313,1062.33113717155
2642,421010107004003,Moderate Access,59684.4708862305,1078.21516884562
2643,421010107004004,Moderate Access,59357.1296386719,1075.17882824021
2644,421010108001005,No Access,123776.702148438,1625.91434724237
2645,421010105002013,Moderate Access,46089.5087890625,880.694014329044
2646,421010107003005,Moderate Access,100711.190734863,1289.36173116988
2647,421010107003004,Moderate Access,104309.743408203,1308.54226120991
2648,421010107004012,Moderate Access,56552.0415039063,1057.16670660367
2649,421010107004013,Moderate Access,56687.1881103516,1061.16306788132
2650,421010107004001,Moderate Access,59013.4389648438,1056.84446947992
2651,421010107004002,Moderate Access,50247.7727050781,981.272042751964
2652,421010108001006,Moderate Access,58062.5176391602,1070.06005271318
2653,421010105002016,Moderate Access,45275.9250488281,896.538445135555
2654,421010108001007,Moderate Access,62888.0830688477,1087.58082869746
2655,421010105002014,Moderate Access,143887.658935547,1699.01416415842
2656,421010105002020,Moderate Access,34833.9432373047,798.400478570404
2657,421010107003006,Moderate Access,147295.031066895,1517.36865032866
2658,421010107004010,Moderate Access,76236.6386108398,1107.49224614286
2659,421010105002007,Moderate Access,190728.446899414,1922.53536320396
2660,421010107003003,Moderate Access,113528.842468262,1501.66088074201
2661,421010107004008,Moderate Access,77328.6825561523,1168.11340815988
2662,421010107004005,Moderate Access,140778.249694824,1502.26809749507
2663,421010105002010,Moderate Access,69149.0452270508,1176.09505562098
2664,421010105002015,Moderate Access,53917.1102294922,1130.02832361345
2665,421010107003001,Moderate Access,72259.1868286133,1152.79822177173
2666,421010107004006,Moderate Access,66907.6567382813,1112.45189816883
2667,421010108001012,Moderate Access,60537.6461181641,1017.52805186913
2668,421010091002009,Low Access,300513.887817383,2103.24265173246
2669,421010090004002,Low Access,57638.0751953125,1090.03105066576
2670,421010090004003,Low Access,214305.59387207,2210.25138909346
